mass_ratio chirp_mass a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl luminosity_distance dec ra theta_jn psi phase geocent_time
0.53763407720197 36.755210055152894 0.4 0.3 0.5 1.0 1.7 0.3 3715.678974766318 -0.2 1.4 1.9914889244195362 2.659 1.3 1126259642.413
0.785844458523557 64.30270129224681 0.4 0.3 0.5 1.0 1.7 0.3 4593.82783059714 -0.2 1.4 1.5370513122669254 2.659 1.3 1126259642.413
0.684336501854127 29.418310636041806 0.4 0.3 0.5 1.0 1.7 0.3 4337.658601813872 -0.2 1.4 1.2707360576029219 2.659 1.3 1126259642.413
0.17049273190516945 33.484384876685084 0.4 0.3 0.5 1.0 1.7 0.3 4880.581614670096 -0.2 1.4 0.24995287131417473 2.659 1.3 1126259642.413
0.8515808666247641 33.51627546982404 0.4 0.3 0.5 1.0 1.7 0.3 956.3158676524805 -0.2 1.4 1.6551716172407458 2.659 1.3 1126259642.413
0.8809450314086843 77.61200264864614 0.4 0.3 0.5 1.0 1.7 0.3 4696.247328781048 -0.2 1.4 2.723916886958505 2.659 1.3 1126259642.413
0.8328846397496061 50.505940724238 0.4 0.3 0.5 1.0 1.7 0.3 4892.615529336238 -0.2 1.4 0.9732571949198041 2.659 1.3 1126259642.413
0.9755848073882222 57.5372846728655 0.4 0.3 0.5 1.0 1.7 0.3 4032.2753748666064 -0.2 1.4 2.413585447936624 2.659 1.3 1126259642.413
0.5371002196966385 28.98865089334902 0.4 0.3 0.5 1.0 1.7 0.3 4007.9652412157584 -0.2 1.4 0.8393226854403678 2.659 1.3 1126259642.413
0.6390105050723769 32.77951609974055 0.4 0.3 0.5 1.0 1.7 0.3 1492.1333048501504 -0.2 1.4 1.4675125325476468 2.659 1.3 1126259642.413
0.31675154467871813 42.88527393851217 0.4 0.3 0.5 1.0 1.7 0.3 4995.95926917516 -0.2 1.4 1.7907342970191287 2.659 1.3 1126259642.413
0.9860874045216378 57.3088976282076 0.4 0.3 0.5 1.0 1.7 0.3 1766.6700188231448 -0.2 1.4 0.8730548501672157 2.659 1.3 1126259642.413
0.5718254966499757 38.241718935288 0.4 0.3 0.5 1.0 1.7 0.3 4919.199849068331 -0.2 1.4 1.6846952103115098 2.659 1.3 1126259642.413
0.8213787701107342 48.149770179725415 0.4 0.3 0.5 1.0 1.7 0.3 4622.649414626602 -0.2 1.4 2.5389184030158165 2.659 1.3 1126259642.413
0.7716098974514989 59.483794458284244 0.4 0.3 0.5 1.0 1.7 0.3 3025.0342516301703 -0.2 1.4 2.438754218664525 2.659 1.3 1126259642.413
0.9597799049464009 63.73617564588755 0.4 0.3 0.5 1.0 1.7 0.3 1420.7423352250355 -0.2 1.4 1.4062114346354841 2.659 1.3 1126259642.413
0.682304145847153 33.32121029253414 0.4 0.3 0.5 1.0 1.7 0.3 4254.0310013370545 -0.2 1.4 2.103872230966669 2.659 1.3 1126259642.413
0.21736347018012303 38.20726183464405 0.4 0.3 0.5 1.0 1.7 0.3 4722.044586198892 -0.2 1.4 1.956673041757268 2.659 1.3 1126259642.413
0.711397426562808 42.27796821769716 0.4 0.3 0.5 1.0 1.7 0.3 3861.1453074608203 -0.2 1.4 0.30652840020172434 2.659 1.3 1126259642.413
0.2901509958823892 42.23162932521662 0.4 0.3 0.5 1.0 1.7 0.3 3919.198745671032 -0.2 1.4 0.9706512336076899 2.659 1.3 1126259642.413
0.7589750267666384 73.49793614180135 0.4 0.3 0.5 1.0 1.7 0.3 4236.02135273367 -0.2 1.4 2.462481423658996 2.659 1.3 1126259642.413
0.31856559305648074 42.263744754565614 0.4 0.3 0.5 1.0 1.7 0.3 4030.6227230607637 -0.2 1.4 1.1857613953405737 2.659 1.3 1126259642.413
0.4451051441197667 52.337146362909756 0.4 0.3 0.5 1.0 1.7 0.3 3879.197345323857 -0.2 1.4 1.1788156679923085 2.659 1.3 1126259642.413
0.6226399793308133 41.73899925234049 0.4 0.3 0.5 1.0 1.7 0.3 2654.18316052122 -0.2 1.4 2.374024363646963 2.659 1.3 1126259642.413
0.6370965825536345 45.9207606771035 0.4 0.3 0.5 1.0 1.7 0.3 4979.857671316365 -0.2 1.4 1.444015230888166 2.659 1.3 1126259642.413
0.8544648135365267 73.59330477290644 0.4 0.3 0.5 1.0 1.7 0.3 3102.9509826907724 -0.2 1.4 1.8959032513933824 2.659 1.3 1126259642.413
0.6787083449240331 63.628484834385894 0.4 0.3 0.5 1.0 1.7 0.3 3468.1490674025404 -0.2 1.4 1.2195779123349033 2.659 1.3 1126259642.413
0.3392371347549443 36.78864533728492 0.4 0.3 0.5 1.0 1.7 0.3 4063.9576671505956 -0.2 1.4 0.6006529090739517 2.659 1.3 1126259642.413
0.37352092275650045 50.19511285890802 0.4 0.3 0.5 1.0 1.7 0.3 4098.3817832376235 -0.2 1.4 0.9649929851590403 2.659 1.3 1126259642.413
0.5432109392604876 26.550539005917553 0.4 0.3 0.5 1.0 1.7 0.3 2692.0072235170846 -0.2 1.4 2.159617046530736 2.659 1.3 1126259642.413
0.6247382437594402 62.41931804371251 0.4 0.3 0.5 1.0 1.7 0.3 2864.828803991762 -0.2 1.4 2.430913001775006 2.659 1.3 1126259642.413
0.7331429274410964 68.23076065355892 0.4 0.3 0.5 1.0 1.7 0.3 2093.451767447263 -0.2 1.4 1.3076817321990772 2.659 1.3 1126259642.413
0.5334104965291228 35.97425396623475 0.4 0.3 0.5 1.0 1.7 0.3 1952.8347929424165 -0.2 1.4 1.3318552410084068 2.659 1.3 1126259642.413
0.8436365148355893 62.09832036960836 0.4 0.3 0.5 1.0 1.7 0.3 785.4968928424612 -0.2 1.4 1.416663117809357 2.659 1.3 1126259642.413
0.7292161741573205 33.2428242257384 0.4 0.3 0.5 1.0 1.7 0.3 3870.612891176924 -0.2 1.4 1.0574724610799981 2.659 1.3 1126259642.413
0.8185974642090934 78.24602808100177 0.4 0.3 0.5 1.0 1.7 0.3 1163.08265903652 -0.2 1.4 1.0535061343431997 2.659 1.3 1126259642.413
0.9202016098484666 48.76434452547701 0.4 0.3 0.5 1.0 1.7 0.3 3547.519903485823 -0.2 1.4 1.0402857229161555 2.659 1.3 1126259642.413
0.6841566201279793 38.73245388995934 0.4 0.3 0.5 1.0 1.7 0.3 2442.856263670855 -0.2 1.4 2.2376713671577435 2.659 1.3 1126259642.413
0.7823686925105149 73.78965691662933 0.4 0.3 0.5 1.0 1.7 0.3 1391.5641757434137 -0.2 1.4 1.5958713928288921 2.659 1.3 1126259642.413
0.8836516542640906 56.3343811528639 0.4 0.3 0.5 1.0 1.7 0.3 3903.032759001946 -0.2 1.4 1.2880544551638187 2.659 1.3 1126259642.413
0.39260429873760844 50.49559290070201 0.4 0.3 0.5 1.0 1.7 0.3 4264.355781522695 -0.2 1.4 2.029242880283608 2.659 1.3 1126259642.413
0.724801025025481 60.441199104705404 0.4 0.3 0.5 1.0 1.7 0.3 3709.090794600302 -0.2 1.4 1.7332906620473403 2.659 1.3 1126259642.413
0.9185272539670215 68.55408885142954 0.4 0.3 0.5 1.0 1.7 0.3 4790.225485128943 -0.2 1.4 1.6941525838226612 2.659 1.3 1126259642.413
0.7906452461718716 30.251499923293178 0.4 0.3 0.5 1.0 1.7 0.3 2239.815422352479 -0.2 1.4 1.3490497942920432 2.659 1.3 1126259642.413
0.5680374461509778 36.82320850196906 0.4 0.3 0.5 1.0 1.7 0.3 2901.0261792659157 -0.2 1.4 1.3867987111022877 2.659 1.3 1126259642.413
0.9256899531554905 78.7737633325377 0.4 0.3 0.5 1.0 1.7 0.3 1921.3680659145798 -0.2 1.4 2.517488845206958 2.659 1.3 1126259642.413
